City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Iqaluit,63.75,-68.51,50.0,100,75,8.25,CA,1595117717
Vyartsilya,62.18,30.69,58.62,76,38,2.17,RU,1595117717
Avila,40.58,-5.0,66.99,31,0,2.13,ES,1595117718
Gayéri,12.65,0.49,81.01,69,66,8.97,BF,1595117718
Sobolevo,54.43,31.9,54.54,85,9,4.12,RU,1595117718
East London,-33.02,27.91,62.89,54,0,9.69,ZA,1595117718
Norman Wells,65.28,-126.83,69.8,64,75,10.29,CA,1595117718
Hualmay,-11.1,-77.61,60.08,82,16,8.25,PE,1595117719
Rikitea,-23.12,-134.97,71.46,80,37,15.59,PF,1595117719
Qaanaaq,77.48,-69.36,48.92,67,91,2.15,GL,1595117719
Guerrero Negro,27.98,-114.06,77.61,53,0,18.95,MX,1595117719
Cidreira,-30.18,-50.21,65.43,88,0,9.57,BR,1595117720
Arlit,18.74,7.39,91.06,31,21,11.1,NE,1595117720
Verkhnevilyuysk,63.45,120.32,65.8,61,44,5.19,RU,1595117720
Oga,46.46,10.35,53.6,93,9,3.36,IT,1595117721
Cherskiy,68.75,161.3,66.97,54,0,6.24,RU,1595117721
Cape Town,-33.93,18.42,54.0,100,0,5.82,ZA,1595117721
Tabas,33.6,56.92,89.6,19,0,4.7,IR,1595117722
Dikson,73.51,80.55,39.58,94,100,6.29,RU,1595117722
Albany,42.6,-73.97,84.99,58,43,3.38,US,1595117459
Mataura,-46.19,168.86,39.0,83,0,3.0,NZ,1595117722
Ushuaia,-54.8,-68.3,32.0,95,75,5.82,AR,1595117723
Walvis Bay,-22.96,14.51,68.0,14,0,13.87,NA,1595117723
Kapaa,22.08,-159.32,88.0,74,1,11.41,US,1595117723
Busselton,-33.65,115.33,52.0,80,72,3.8,AU,1595117723
Zatoka,46.07,30.47,69.8,73,19,4.47,UA,1595117724
Bredasdorp,-34.53,20.04,53.6,93,1,3.36,ZA,1595117724
Hong Kong,22.29,114.16,87.01,70,79,10.0,HK,1595117533
Kaihua,23.37,104.28,68.18,87,100,4.85,CN,1595117725
Punta Arenas,-53.15,-70.92,33.8,86,90,16.11,CL,1595117474
Vaini,-21.2,-175.2,78.8,88,75,14.99,TO,1595117725
Carnarvon,-24.87,113.63,51.8,87,0,13.87,AU,1595117726
Fort-Shevchenko,44.51,50.26,81.3,65,0,9.31,KZ,1595117726
Meulaboh,4.14,96.13,77.22,83,90,3.96,ID,1595117726
Sibolga,1.74,98.78,76.23,76,98,3.11,ID,1595117726
Tasiilaq,65.61,-37.64,44.6,75,13,4.7,GL,1595117727
Tiksi,71.69,128.87,49.77,99,100,8.59,RU,1595117727
Khatanga,71.97,102.5,49.08,73,99,4.79,RU,1595117727
Talnakh,69.49,88.4,51.8,87,42,6.71,RU,1595117727
Lengshuitan,26.41,111.6,82.98,73,100,12.01,CN,1595117728
Bengkulu,-3.8,102.27,75.07,87,72,4.56,ID,1595117728
Bambous Virieux,-20.34,57.76,68.0,77,40,12.75,MU,1595117728
Litovko,49.24,135.17,79.43,85,30,1.14,RU,1595117729
Bluff,-46.6,168.33,39.0,83,0,3.0,NZ,1595117729
Tuatapere,-46.13,167.68,39.0,83,0,3.0,NZ,1595117729
Ponta do Sol,32.67,-17.1,71.6,60,20,2.59,PT,1595117729
Molde,62.74,7.16,51.8,76,78,9.17,NO,1595117730
Avarua,-21.21,-159.78,75.2,69,72,11.41,CK,1595117669
Bethel,41.37,-73.41,81.0,65,1,1.88,US,1595117731
Longyearbyen,78.22,15.64,42.8,87,75,4.7,SJ,1595117731
Chokurdakh,70.63,147.92,59.07,40,0,13.31,RU,1595117731
Yellowknife,62.46,-114.35,72.0,49,20,10.29,CA,1595117731
Mackenzie,55.3,-123.17,60.8,77,90,6.93,CA,1595117732
Port Hedland,-20.32,118.57,62.6,88,90,8.12,AU,1595117732
Durban,-29.86,31.03,59.0,93,0,3.36,ZA,1595117732
Puerto Ayora,-0.74,-90.35,70.0,92,92,5.01,EC,1595117732
Port Alfred,-33.59,26.89,60.28,75,0,11.21,ZA,1595117733
Portland,45.52,-122.68,86.0,37,1,14.99,US,1595117605
Henties Bay,-22.12,14.28,63.0,21,0,1.01,NA,1595117733
Severo-Kuril'sk,50.68,156.12,54.14,82,62,12.03,RU,1595117734
Priiskovyy,51.93,116.63,62.33,80,100,4.92,RU,1595117734
Hermanus,-34.42,19.23,50.0,94,0,5.53,ZA,1595117734
Chabahar,25.29,60.64,88.43,72,10,7.34,IR,1595117734
Tuktoyaktuk,69.45,-133.04,42.8,87,90,11.41,CA,1595117735
Mahébourg,-20.41,57.7,68.0,77,40,12.75,MU,1595117735
Atuona,-9.8,-139.03,79.03,80,54,15.37,PF,1595117735
Souillac,-20.52,57.52,68.0,77,40,12.75,MU,1595117736
Chui,-33.7,-53.46,64.18,92,70,6.33,UY,1595117736
Northam,51.03,-4.22,60.01,97,100,4.0,GB,1595117736
Santiago del Estero,-27.8,-64.26,70.41,47,2,2.57,AR,1595117736
Tessalit,20.2,1.01,80.83,58,19,16.55,ML,1595117737
Marshfield,44.67,-90.17,87.01,74,90,8.05,US,1595117737
New Norfolk,-42.78,147.06,53.01,80,48,1.99,AU,1595117737
Terney,45.05,136.61,72.72,50,0,4.94,RU,1595117737
Ilulissat,69.22,-51.1,53.6,46,100,4.7,GL,1595117738
Thompson,55.74,-97.86,71.6,40,75,11.41,CA,1595117738
Sola,-13.88,167.55,82.4,88,90,2.95,VU,1595117738
Les Cayes,18.2,-73.75,80.8,77,87,4.97,HT,1595117739
Kruisfontein,-34.0,24.73,51.39,79,0,6.22,ZA,1595117739
Hithadhoo,-0.6,73.08,83.07,70,100,20.62,MV,1595117739
Saint-Philippe,-21.36,55.77,66.2,72,75,13.87,RE,1595117739
Nizwá,22.93,57.53,85.68,52,64,1.97,OM,1595117739
Saskylakh,71.92,114.08,50.11,64,25,10.49,RU,1595117740
Nikolskoye,59.7,30.79,62.01,71,100,4.47,RU,1595117740
Port Keats,-14.25,129.55,70.09,47,0,7.74,AU,1595117740
Murray Bridge,-35.12,139.27,54.0,93,6,20.15,AU,1595117741
Butaritari,3.07,172.79,82.78,77,7,13.06,KI,1595117741
Upernavik,72.79,-56.15,47.84,55,0,5.86,GL,1595117741
São Filipe,14.9,-24.5,76.62,75,36,9.08,CV,1595117741
Pevek,69.7,170.31,44.51,69,8,4.43,RU,1595117531
Kandrian,-6.22,149.55,81.14,82,78,5.77,PG,1595117742
Nakusp,50.25,-117.8,75.99,41,46,3.0,CA,1595117742
Sulat,11.81,125.45,78.04,86,100,3.83,PH,1595117742
Barrow,71.29,-156.79,37.4,74,90,12.75,US,1595117743
Kaitangata,-46.28,169.85,44.01,70,1,4.0,NZ,1595117743
Sabzawār,36.21,57.68,77.2,23,0,9.62,IR,1595117743
Alofi,-19.06,-169.92,80.6,65,81,14.99,NU,1595117692
Raymond,43.9,-70.47,78.01,81,67,2.62,US,1595117744
Castro,-24.79,-50.01,58.37,91,5,3.78,BR,1595117668
Hilo,19.73,-155.09,84.2,66,90,8.05,US,1595117453
Clarence Town,-32.58,151.78,57.0,87,51,10.29,AU,1595117745
Royan,45.63,-1.03,71.6,60,0,1.12,FR,1595117745
Half Moon Bay,37.46,-122.43,78.01,50,5,11.41,US,1595117745
Alamosa,37.47,-105.87,64.4,55,90,10.29,US,1595117487
Dandong,40.13,124.39,70.05,88,100,4.18,CN,1595117746
Nyurba,63.28,118.33,62.29,69,40,6.24,RU,1595117746
Eyl,7.98,49.82,79.32,61,36,31.41,SO,1595117746
Mar del Plata,-38.0,-57.56,51.01,100,90,5.41,AR,1595117746
Safi,32.3,-9.24,72.88,81,3,12.75,MA,1595117747
George Town,5.41,100.34,77.0,100,20,2.24,MY,1595117586
Songjianghe,42.19,127.48,72.45,79,100,1.72,CN,1595117747
Baruun-Urt,46.68,113.28,58.37,64,81,12.37,MN,1595117747
Ust-Maya,60.42,134.53,72.3,83,91,2.8,RU,1595117748
Mana,5.66,-53.78,78.3,86,89,9.73,GF,1595117748
Kuril'sk,45.23,147.88,63.12,76,25,6.31,RU,1595117531
Port Elizabeth,-33.92,25.57,57.2,76,0,13.87,ZA,1595117748
Bang Yai,13.84,100.36,84.99,89,20,3.36,TH,1595117749
Alvand,36.32,49.17,69.06,53,86,3.27,IR,1595117749
Deputatsky,69.3,139.9,57.47,49,88,12.17,RU,1595117749
Nome,64.5,-165.41,63.0,66,1,23.04,US,1595117749
Acapulco de Juárez,16.86,-99.89,86.0,74,5,8.05,MX,1595117462
Port Shepstone,-30.74,30.45,64.47,28,0,6.29,ZA,1595117750
Clyde River,70.47,-68.59,41.0,93,90,12.75,CA,1595117750
Otane,-39.88,176.63,55.0,85,98,8.99,NZ,1595117751
Mill Valley,37.91,-122.55,66.0,85,3,8.01,US,1595117525
Narsaq,60.92,-46.05,53.6,50,56,5.82,GL,1595117751
Katobu,-4.94,122.53,78.44,80,97,4.07,ID,1595117751
Lompoc,34.64,-120.46,71.6,56,3,13.87,US,1595117677
Sandanski,41.57,23.28,68.0,89,97,1.01,BG,1595117752
Kirakira,-10.45,161.92,83.59,71,61,5.64,SB,1595117752
Lavrentiya,65.58,-171.0,51.57,64,90,8.39,RU,1595117753
Hobart,-42.88,147.33,53.6,66,20,5.82,AU,1595117648
Saldanha,-33.01,17.94,48.2,87,0,2.24,ZA,1595117753
Glendive,47.11,-104.71,78.01,41,40,11.41,US,1595117624
Gohānd,25.7,79.55,91.6,53,49,11.61,IN,1595117754
Hofn,64.25,-15.21,50.9,65,34,7.67,IS,1595117754
Atar,20.52,-13.05,97.09,21,28,9.93,MR,1595117754
Andenes,69.31,16.12,51.8,87,44,4.7,NO,1595117755
Agüimes,27.91,-15.45,80.6,39,60,24.16,ES,1595117755
Hamilton,39.18,-84.53,89.01,55,20,10.29,US,1595117720
Fare,-16.7,-151.02,75.56,82,94,20.89,PF,1595117755
Marsá Maţrūḩ,31.35,27.25,75.2,73,0,4.7,EG,1595117756
Abhā,18.22,42.51,71.6,43,97,10.85,SA,1595117756
Beitbridge,-22.22,30.0,50.22,70,0,4.12,ZW,1595117756
Touros,-5.2,-35.46,69.8,100,40,4.7,BR,1595117728
Sisimiut,66.94,-53.67,56.32,53,95,3.44,GL,1595117756
Kumul,42.8,93.45,83.28,15,52,8.99,CN,1595117757
Nanortalik,60.14,-45.24,47.35,77,74,2.13,GL,1595117757
Aromashevo,56.86,68.64,69.15,91,64,6.04,RU,1595117757
Ilhabela,-23.78,-45.36,68.83,85,18,7.65,BR,1595117656
Kattivākkam,13.22,80.32,84.2,89,75,7.23,IN,1595117758
Jamestown,42.1,-79.24,80.6,61,1,3.36,US,1595117530
Pontianak,-0.03,109.33,76.17,92,57,2.48,ID,1595117705
Klaksvík,62.23,-6.59,48.2,87,60,18.34,FO,1595117758
Neiafu,-18.65,-173.98,80.6,78,20,12.75,TO,1595117759
Vieques,18.43,-65.83,82.4,69,40,11.36,PR,1595117759
Okakarara,-20.58,17.43,42.67,59,0,7.34,NA,1595117759
Paragominas,-2.97,-47.48,74.03,67,37,4.27,BR,1595117759
Belaya Gora,68.53,146.42,65.53,48,8,15.32,RU,1595117760
Laas,46.62,10.7,53.6,76,5,4.7,IT,1595117760
Samoylovka,51.18,43.71,57.99,96,0,3.38,RU,1595117760
Porto-Novo,6.5,2.6,75.99,84,99,7.81,BJ,1595117703
Lazarev,52.23,141.51,58.51,96,100,5.75,RU,1595117761
Port Hardy,50.7,-127.42,62.6,72,75,4.7,CA,1595117720
Nova Olímpia,-14.8,-57.29,77.85,42,0,3.0,BR,1595117717
Conde,-7.26,-34.91,73.4,94,40,4.7,BR,1595117761
Carnduff,49.17,-101.8,70.0,67,27,7.0,CA,1595117762
Watsa,3.04,29.54,62.24,100,100,2.62,CD,1595117762
Conakry,9.54,-13.68,77.0,94,75,2.24,GN,1595117762
Yangi Marg`ilon,40.43,71.72,75.2,38,52,9.17,UZ,1595117763
Fort Nelson,58.81,-122.7,77.0,36,75,5.82,CA,1595117763
Te Anau,-45.42,167.72,45.59,57,0,0.63,NZ,1595117763
Vostok,46.49,135.88,77.61,62,6,2.98,RU,1595117764
Barcelos,41.54,-8.62,71.01,100,75,11.41,PT,1595117764
Caravelas,-17.71,-39.25,70.32,80,75,7.85,BR,1595117764
Husavik,66.04,-17.34,42.8,81,75,16.11,IS,1595117764
Makueni Boma,-1.8,37.62,58.33,77,100,1.43,KE,1595117764
Malmyzh,56.52,50.68,61.68,89,100,5.68,RU,1595117765
Chapais,49.78,-74.85,77.0,50,75,4.7,CA,1595117765
Maniitsoq,65.42,-52.9,49.96,69,83,10.11,GL,1595117765
Wajima,37.4,136.9,75.2,78,40,3.36,JP,1595117765
Xinyang,32.12,114.07,68.92,95,100,4.52,CN,1595117766
Esperance,-33.87,121.9,48.2,100,90,1.12,AU,1595117766
Saint-Pierre,-21.34,55.48,66.2,72,75,13.87,RE,1595117768
Hazorasp,41.32,61.07,75.2,57,0,2.24,UZ,1595117768
Lobito,-12.35,13.55,68.36,80,0,2.59,AO,1595117768
Kiryat Gat,31.61,34.76,75.0,69,0,1.74,IL,1595117768
Dessie,11.13,39.63,55.36,82,100,2.68,ET,1595117769
Saint Paul Harbor,57.79,-152.41,62.6,67,90,8.05,US,1595117769
Port Blair,11.67,92.75,81.07,79,61,5.99,IN,1595117769
Broken Hill,-31.95,141.43,53.6,34,0,8.05,AU,1595117769
Biak,-0.91,122.88,78.75,78,29,6.98,ID,1595117769
Panjāb,34.39,67.02,54.97,57,4,4.07,AF,1595117770
Tapa,59.26,25.96,61.0,87,64,1.12,EE,1595117770
Hasaki,35.73,140.83,73.4,100,75,6.93,JP,1595117770
Kyzyl-Suu,42.34,78.0,60.76,53,100,1.95,KG,1595117770
Ashtabula,41.7,-80.77,86.0,58,1,3.36,US,1595117771
Fortuna,40.6,-124.16,72.0,68,20,13.87,US,1595117771
Grindavik,63.84,-22.43,48.2,76,75,18.34,IS,1595117772
Iisalmi,63.56,27.19,66.2,72,40,5.82,FI,1595117772
Airai,-8.93,125.41,65.07,47,58,2.95,TL,1595117772
Kampot,10.62,104.18,80.6,88,20,1.12,KH,1595117772
Kamenka,51.32,42.77,57.99,96,0,4.47,RU,1595117773
Kosa,59.94,55.0,57.38,87,33,3.76,RU,1595117773
Naze,28.37,129.48,82.4,88,75,18.34,JP,1595117773
Cambridge,43.36,-80.31,84.2,58,1,11.41,CA,1595117585
Caesarea,32.52,34.9,77.0,73,40,4.7,IL,1595117774
Shingū,33.73,135.98,78.8,78,40,3.36,JP,1595117774
Kalispell,48.2,-114.31,81.0,29,1,3.36,US,1595117774
Codrington,-38.27,141.97,51.98,80,23,22.59,AU,1595117774
Aksarka,66.56,67.8,51.55,94,75,8.61,RU,1595117774
La Baule-Escoublac,47.29,-2.36,64.4,88,0,3.36,FR,1595117775
Navolato,24.77,-107.69,96.01,55,3,5.01,MX,1595117775
Yulara,-25.24,130.99,51.8,50,90,3.36,AU,1595117776
Ust-Kuyga,70.02,135.6,62.38,44,100,5.55,RU,1595117776
Woodward,36.43,-99.39,98.6,32,1,19.46,US,1595117776
Nouadhibou,20.93,-17.03,71.6,88,90,12.75,MR,1595117776
Lancaster,40.25,-76.25,91.4,38,1,3.36,US,1595117777
Aklavik,68.22,-135.01,46.4,81,75,11.41,CA,1595117777
Along,28.17,94.77,74.3,90,100,1.32,IN,1595117777
Katsuura,35.13,140.3,73.99,94,75,9.17,JP,1595117778
Inta,66.03,60.17,55.62,89,77,9.42,RU,1595117778
Marsh Harbour,26.54,-77.06,82.35,80,87,14.54,BS,1595117778
Faanui,-16.48,-151.75,75.27,84,95,19.6,PF,1595117778
Huangpi,30.88,114.38,71.6,100,90,6.71,CN,1595117778
Skellefteå,64.75,20.95,59.0,93,30,3.36,SE,1595117779
North Bend,43.41,-124.22,77.0,82,1,26.4,US,1595117492
Lorengau,-2.02,147.27,82.65,73,70,4.41,PG,1595117779
Geraldton,-28.77,114.6,48.2,93,40,9.17,AU,1595117779
Merauke,-8.47,140.33,77.13,79,99,11.14,ID,1595117780
Santo Antônio do Içá,-3.1,-67.94,74.21,95,73,1.57,BR,1595117780
Mizdah,31.45,12.98,71.96,71,18,10.07,LY,1595117780
San Patricio,19.22,-104.7,86.0,74,40,23.04,MX,1595117780
Rio Grande,-32.03,-52.1,68.0,82,66,9.95,BR,1595117658
Bonthe,7.53,-12.51,76.24,85,99,5.19,SL,1595117781
Dalbandin,28.89,64.41,83.08,49,61,5.59,PK,1595117781
Lüderitz,-26.65,15.16,68.0,18,0,6.93,NA,1595117781
Deori Khās,23.4,79.02,81.54,74,76,7.02,IN,1595117782
Nuevo Casas Grandes,30.42,-107.92,91.0,29,60,1.99,MX,1595117744
Vestmannaeyjar,63.44,-20.27,49.15,75,8,27.51,IS,1595117782
Auki,-8.77,160.7,84.85,64,34,2.71,SB,1595117782
Gusau,12.16,6.66,73.96,83,36,5.32,NG,1595117783
Nishihara,26.18,127.76,86.0,84,40,14.99,JP,1595117783
Røros,62.57,11.38,55.4,100,97,9.17,NO,1595117783
Byron Bay,-28.65,153.62,63.0,72,6,8.05,AU,1595117783
Burns Lake,54.23,-125.75,68.61,49,82,9.37,CA,1595117783
Benghazi,32.12,20.07,76.32,74,0,10.36,LY,1595117784
Pemba,-12.97,40.52,70.21,79,0,17.72,MZ,1595117784
Juneau,58.3,-134.42,57.2,93,90,8.05,US,1595117784
Bataiporã,-22.3,-53.27,69.39,53,0,6.04,BR,1595117785
Djenné,13.91,-4.55,86.49,57,75,11.81,ML,1595117785
Dingle,11.0,122.67,81.64,77,95,2.84,PH,1595117785
Portsmouth,50.8,-1.09,62.01,91,71,1.01,GB,1595117785
Torbay,47.67,-52.73,60.8,55,40,16.11,CA,1595117499
Labuan,5.28,115.24,84.2,83,20,5.82,MY,1595117786
Bayanday,53.07,105.51,51.06,69,28,8.3,RU,1595117786
Rantepao,-2.97,119.9,71.22,84,85,0.74,ID,1595117511
Lebu,-37.62,-73.65,52.68,89,100,14.41,CL,1595117786
Rawson,-43.3,-65.1,45.91,81,92,10.78,AR,1595117508
Usinsk,65.99,57.53,54.37,87,46,10.69,RU,1595117787
Xiangfan,32.04,112.14,70.77,90,100,9.06,CN,1595117787
Koumac,-20.57,164.28,72.41,54,18,8.77,NC,1595117787
Amazar,53.86,120.88,65.68,88,100,9.13,RU,1595117788
Saint-Joseph,-21.37,55.62,66.2,72,75,13.87,RE,1595117788
Santa Maria,-29.68,-53.81,77.0,61,0,11.41,BR,1595117788
Waliso,8.53,37.98,56.86,93,100,3.04,ET,1595117789
San Luis,-33.3,-66.34,54.75,58,83,6.02,AR,1595117673
Goderich,43.75,-81.72,86.0,75,84,8.01,CA,1595117720
Karratha,-20.74,116.85,66.18,73,50,8.43,AU,1595117726
Mbanza-Ngungu,-5.25,14.87,69.42,54,0,3.6,CD,1595117790
Waipawa,-41.41,175.52,59.0,62,79,3.36,NZ,1595117790
Belčišta,41.3,20.83,55.13,82,0,3.4,MK,1595117790
