City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Dakoro,14.51,6.76,84.65,52,18,6.82,NE,1595117791
Tommot,58.96,126.29,61.5,90,100,4.59,RU,1595117791
Suntar,62.14,117.63,61.79,69,34,4.72,RU,1595117791
Yinchuan,38.47,106.27,74.41,31,1,0.72,CN,1595117791
Várzea Alegre,-5.35,-40.38,76.42,60,81,3.83,BR,1595117792
Rapid City,44.08,-103.23,82.99,30,20,20.8,US,1595117692
Cayenne,4.93,-52.33,77.0,100,99,9.28,GF,1595117706
Yumen,40.28,97.2,72.01,21,65,3.49,CN,1595117793
Fomboni,-12.28,43.74,75.88,69,6,24.09,KM,1595117793
Saint George,37.1,-113.58,106.0,8,1,10.29,US,1595117592
Bilma,18.69,12.92,84.65,39,62,9.44,NE,1595117793
Aykhal,66.0,111.5,55.4,87,75,4.47,RU,1595117794
Nizhniy Odes,63.64,54.86,55.8,91,0,4.05,RU,1595117794
Sørland,67.67,12.69,54.84,88,73,21.07,NO,1595117794
Lokosovo,61.13,74.82,69.84,83,67,6.6,RU,1595117794
Zelenoborsk,61.47,64.03,62.8,85,2,4.7,RU,1595117795
Chara,56.91,118.26,52.99,85,100,6.44,RU,1595117795
Kushiro,42.98,144.37,59.0,93,75,10.29,JP,1595117795
Provideniya,64.38,-173.3,48.72,67,77,5.26,RU,1595117795
Odoyev,53.94,36.69,53.47,94,0,4.83,RU,1595117795
Isangel,-19.55,169.27,73.4,64,20,8.05,VU,1595117796
Ribeira Grande,38.52,-28.7,69.42,80,7,10.85,PT,1595117796
Charters Towers,-20.1,146.27,64.0,60,70,7.74,AU,1595117796
São Luís de Montes Belos,-16.52,-50.37,68.9,45,0,6.29,BR,1595117796
Kahului,20.89,-156.47,91.4,49,40,25.28,US,1595117797
Muscat,23.61,58.59,89.6,66,14,12.75,OM,1595117797
Požarevac,44.62,21.18,62.6,93,76,3.36,RS,1595117797
Necochea,-38.55,-58.74,51.03,87,89,4.59,AR,1595117798
Kumluca,36.37,30.29,78.94,57,0,2.55,TR,1595117798
Jalu,29.03,21.55,78.37,47,0,8.75,LY,1595117798
Garoowe,8.41,48.48,74.08,69,49,29.66,SO,1595117798
Sawtell,-30.38,153.1,64.4,68,1,4.7,AU,1595117798
Korla,41.76,86.15,86.0,77,99,1.99,CN,1595117799
Pangody,65.85,74.49,51.73,89,71,12.62,RU,1595117799
Carlyle,38.61,-89.37,88.0,69,100,4.0,US,1595117799
Caucayá,-0.19,-74.78,72.77,95,58,2.64,CO,1595117799
Altamont,42.21,-121.74,93.2,8,1,11.41,US,1595117800
Asău,46.43,26.4,66.2,82,99,3.51,RO,1595117800
Severnyy,50.68,36.55,59.0,87,6,6.71,RU,1595117800
Praia da Vitória,38.73,-27.07,69.8,83,40,8.95,PT,1595117800
Harper,4.38,-7.72,75.67,87,11,6.73,LR,1595117800
Coquimbo,-29.95,-71.34,53.6,87,90,2.24,CL,1595117801
Mackay,-21.15,149.2,66.0,82,75,8.05,AU,1595117801
Valdivia,-39.81,-73.25,53.6,93,90,6.93,CL,1595117801
Mazyr,52.05,29.25,57.63,87,5,1.54,BY,1595117801
Ngunguru,-35.62,174.5,59.0,3,100,8.99,NZ,1595117802
Guangshui,31.62,114.0,69.37,94,100,3.78,CN,1595117802
Havøysund,71.0,24.66,51.8,76,24,9.17,NO,1595117803
Oriximiná,-1.77,-55.87,80.62,62,4,3.6,BR,1595117803
Turka,49.15,23.03,55.99,82,100,14.0,UA,1595117803
Beringovskiy,63.05,179.32,49.77,91,100,4.52,RU,1595117531
Nurota,40.56,65.69,75.2,25,0,9.17,UZ,1595117803
Verkhnyaya Inta,65.98,60.31,55.29,91,76,9.13,RU,1595117804
Shambu,9.57,37.1,51.8,100,100,2.93,ET,1595117804
Constitución,-35.33,-72.42,55.51,85,84,13.56,CL,1595117804
San Andrés,12.58,-81.7,84.2,83,75,12.75,CO,1595117509
Laguna,38.42,-121.42,100.0,25,1,6.93,US,1595117805
Pacific Grove,36.62,-121.92,73.99,56,1,11.41,US,1595117805
College,64.86,-147.8,66.2,68,75,9.17,US,1595117805
Assiut,27.18,31.18,78.8,41,0,5.82,EG,1595117806
Bulgan,48.81,103.53,50.85,85,57,3.85,MN,1595117806
Moratuwa,6.77,79.88,77.0,100,20,4.7,LK,1595117806
Agen,44.2,0.63,68.0,77,0,2.24,FR,1595117806
Bhātāpāra,21.73,81.93,80.6,94,40,5.82,IN,1595117807
Terrace,54.52,-128.6,62.6,77,90,18.34,CA,1595117807
Lagoa,39.05,-27.98,68.63,79,19,13.0,PT,1595117807
Los Llanos de Aridane,28.66,-17.92,82.0,83,40,8.05,ES,1595117808
Wamba,8.93,8.6,72.61,92,77,2.28,NG,1595117808
Rocha,-34.48,-54.33,63.43,90,94,2.37,UY,1595117808
Izobilnyy,45.37,41.71,68.0,68,0,4.47,RU,1595117808
Vao,-22.67,167.48,70.0,72,17,15.32,NC,1595117809
Bhindār,24.5,74.18,80.6,78,20,2.24,IN,1595117809
Severomuysk,56.15,113.43,46.94,78,100,7.2,RU,1595117809
Ancud,-41.87,-73.82,51.01,100,75,12.75,CL,1595117809
Sitka,57.05,-135.33,55.4,100,90,10.29,US,1595117810
Babushkin,51.71,105.86,50.9,81,13,12.3,RU,1595117810
Makakilo City,21.35,-158.09,91.4,49,40,8.05,US,1595117590
Leshukonskoye,64.9,45.76,47.52,90,44,3.06,RU,1595117810
Doha,25.29,51.53,96.01,67,20,8.05,QA,1595117635
Ikom,5.97,8.71,71.6,97,88,1.34,NG,1595117811
Novopokrovskaya,45.95,40.7,68.49,74,2,9.55,RU,1595117811
Poum,-20.23,164.02,71.55,62,1,13.06,NC,1595117811
Chornoliztsi,48.83,24.9,59.56,91,87,2.98,UA,1595117811
Virginia Beach,36.85,-75.98,86.0,78,75,6.93,US,1595117143
Krasnosel'kup,65.7,82.47,55.9,64,84,7.18,RU,1595117812
Shebalino,51.29,85.68,63.61,85,37,1.88,RU,1595117812
Hay River,60.82,-115.8,78.8,39,40,9.17,CA,1595117725
Arrondissement du Havre,49.58,0.33,57.2,93,20,3.13,FR,1595117813
São Gabriel da Cachoeira,-0.13,-67.09,75.27,90,72,0.49,BR,1595117813
Morant Bay,17.88,-76.41,86.0,66,75,23.04,JM,1595117813
Chul'man,56.85,124.91,67.66,87,92,4.12,RU,1595117813
Kinablangan,7.69,126.55,82.49,73,91,2.33,PH,1595117814
San Francisco,37.77,-122.42,71.6,60,20,20.8,US,1595117772
Marabu,4.41,114.01,80.6,88,20,3.36,MY,1595117799
Pombal,-6.77,-37.8,77.43,53,100,12.28,BR,1595117814
Myatlevo,54.9,35.68,59.0,93,0,2.24,RU,1595117814
Mardin,37.31,40.74,71.6,24,0,9.17,TR,1595117815
Ürümqi,43.8,87.6,86.0,27,99,4.47,CN,1595117815
Sangar,63.92,127.47,64.72,78,93,4.29,RU,1595117815
Nova Ushytsya,48.84,27.27,59.43,88,3,5.53,UA,1595117816
Muriti,-1.98,32.92,72.63,50,50,17.81,TZ,1595117816
Hangu,39.25,117.79,75.2,78,20,8.95,CN,1595117816
Den Helder,52.96,4.76,60.01,93,90,2.24,NL,1595117816
Ketchikan,55.34,-131.65,60.8,87,90,11.41,US,1595117816
Tricase,39.93,18.36,68.0,93,5,2.24,IT,1595117817
Cariati,39.49,16.96,63.0,82,13,4.54,IT,1595117817
Marfino,55.7,37.38,64.0,82,8,2.24,RU,1595117817
Aquiraz,-3.9,-38.39,80.6,78,75,14.99,BR,1595117817
Salalah,17.02,54.09,80.6,94,90,13.87,OM,1595117818
Flinders,-34.58,150.86,63.0,67,82,8.99,AU,1595117818
Richards Bay,-28.78,32.04,56.75,50,0,5.77,ZA,1595117818
Vallenar,-28.57,-70.76,59.45,54,39,1.23,CL,1595117818
Uruçuí,-7.23,-44.56,79.27,44,0,7.58,BR,1595117819
Río Gallegos,-51.62,-69.22,35.6,93,75,8.05,AR,1595117819
Limbang,4.75,115.0,78.8,88,75,4.7,MY,1595117819
Tolstoy-Yurt,43.44,45.77,73.4,73,25,2.24,RU,1595117819
Orange,33.7,-117.77,86.0,57,20,8.05,US,1595117727
Villiers,-27.03,28.6,40.03,50,0,1.88,ZA,1595117820
Nuuk,64.18,-51.72,53.6,81,15,9.17,GL,1595117820
Palmer,42.16,-72.33,82.99,69,40,2.86,US,1595117820
Port Lincoln,-34.73,135.87,55.6,64,38,22.35,AU,1595117821
Mahāsamund,21.1,82.1,80.6,94,40,5.82,IN,1595117821
Maningrida,-12.07,134.27,72.81,71,21,9.08,AU,1595117821
Eureka,40.8,-124.16,72.0,63,1,9.17,US,1595117712
Grootfontein,-19.57,18.12,43.65,57,0,7.72,NA,1595117822
Cabo San Lucas,22.89,-109.91,91.4,43,5,11.41,MX,1595117822
Shelburne,44.08,-80.2,87.8,45,1,9.17,CA,1595117703
Arraial do Cabo,-22.97,-42.03,70.63,75,0,17.52,BR,1595117823
Sumenep,-7.02,113.87,80.82,73,11,3.91,ID,1595117823
Grand Gaube,-20.01,57.66,66.99,75,1,5.01,MU,1595117823
Kulhudhuffushi,6.62,73.07,83.35,73,100,21.03,MV,1595117824
Devils Lake,48.11,-98.87,69.8,73,40,10.29,US,1595117824
Qaqortoq,60.72,-46.03,53.6,50,64,5.82,GL,1595117824
Thunder Bay,48.4,-89.32,72.0,83,1,9.17,CA,1595117825
Coyhaique,-45.58,-72.07,32.0,91,90,3.36,CL,1595117549
Masvingo,-20.06,30.83,45.73,92,0,3.74,ZW,1595117825
Yantal',56.85,105.25,51.71,78,99,3.29,RU,1595117825
Greencastle,39.64,-86.86,84.99,70,40,9.17,US,1595117826
Flin Flon,54.77,-101.86,64.4,88,90,6.93,CA,1595117720
Ekazhevo,43.21,44.82,66.0,93,0,4.47,RU,1595117826
Madisonville,37.33,-87.5,89.6,55,1,4.7,US,1595117826
Ust'-Ordynskiy,52.8,104.75,53.6,93,40,8.63,RU,1595117827
La Santisima Trinidad,-14.83,-64.9,76.8,61,0,3.0,BO,1595117827
Maceió,-9.67,-35.74,71.6,94,75,3.36,BR,1595117803
Eenhana,-17.47,16.33,53.6,37,0,4.7,NA,1595117827
Luganville,-15.53,167.17,78.8,83,75,8.05,VU,1595117828
Kamień Pomorski,53.97,14.77,66.99,82,0,1.12,PL,1595117828
Dutlwe,-23.98,23.9,45.73,49,0,7.49,BW,1595117828
São João da Barra,-21.64,-41.05,69.44,72,1,8.08,BR,1595117828
Tyrma,50.08,132.17,83.79,60,43,1.81,RU,1595117829
Safaga,26.73,33.94,86.0,33,0,11.41,EG,1595117759
Ikorodu,6.62,3.5,75.2,94,20,3.36,NG,1595117829
Sirte,31.21,16.59,75.99,78,0,8.34,LY,1595117829
Southbridge,42.08,-72.03,84.99,77,22,2.75,US,1595117537
Muncar,-8.43,114.33,76.32,86,79,3.36,ID,1595117830
Marathon,44.9,-89.77,84.2,66,75,9.17,US,1595117830
Bahía Blanca,-38.72,-62.27,54.48,64,49,7.27,AR,1595117830
Kaeo,-35.1,173.78,59.0,3,100,8.99,NZ,1595117830
Coahuayana Viejo,18.73,-103.68,84.2,66,75,11.41,MX,1595117831
Ust'-Koksa,50.27,85.61,63.21,73,0,0.81,RU,1595117831
Giohar,2.78,45.5,73.65,81,67,15.39,SO,1595117831
Palembang,-2.92,104.75,74.7,95,57,3.06,ID,1595117832
Addanki,15.82,79.98,82.33,78,83,5.06,IN,1595117832
Los Pozos,8.45,-62.73,78.03,86,86,6.46,VE,1595117832
Isla Aguada,18.78,-91.47,86.0,74,40,11.41,MX,1595117832
Molokovo,58.17,36.76,52.47,91,0,4.56,RU,1595117833
Soe,-9.86,124.28,69.37,60,43,4.56,ID,1595117833
Bajos de Haina,18.42,-70.03,82.4,78,75,4.7,DO,1595117833
Fairbanks,64.84,-147.72,66.99,68,1,11.41,US,1595117637
Zhangjiakou,40.81,114.88,69.04,51,0,3.85,CN,1595117834
Toritama,-8.01,-36.06,64.51,93,21,5.61,BR,1595117834
Shahreza,32.03,51.88,65.8,29,7,1.97,IR,1595117824
Samarai,-10.62,150.67,77.27,85,95,16.11,PG,1595117834
Vernon,50.26,-119.27,82.4,32,1,12.75,CA,1595117557
Darhan,49.49,105.92,51.87,84,100,1.12,MN,1595117835
Komsomol'skoye,55.26,47.55,58.32,92,100,6.93,RU,1595117835
Vikārābād,17.33,77.9,75.2,94,75,5.82,IN,1595117835
Bongandanga,1.5,21.05,68.43,95,92,1.14,CD,1595117836
Kondinskoye,59.65,67.41,68.23,87,4,6.33,RU,1595117836
Samarkand,39.65,66.96,78.8,36,0,13.87,UZ,1595117836
Westport,41.14,-73.36,84.2,54,1,5.82,US,1595117836
Russell,32.35,-85.2,95.0,53,1,3.36,US,1595117837
Pangnirtung,66.15,-65.71,54.45,62,37,2.21,CA,1595117837
Jiazi,22.88,116.07,84.42,80,86,13.33,CN,1595117775
Kieta,-6.22,155.63,83.79,68,77,2.93,PG,1595117837
Pecos,31.42,-103.49,100.4,19,1,20.8,US,1595117838
Itoman,26.12,127.67,86.0,84,40,14.99,JP,1595117838
Hambantota,6.12,81.12,79.3,83,83,12.26,LK,1595117838
Presidencia Roque Sáenz Peña,-26.79,-60.44,77.4,42,0,10.58,AR,1595117838
Kenai,60.55,-151.26,62.01,77,90,12.75,US,1595117839
Phonhong,18.5,102.42,78.8,100,75,2.24,LA,1595117839
Potchefstroom,-26.72,27.1,43.47,45,0,2.26,ZA,1595117839
Tromsø,69.65,18.96,53.6,76,33,12.75,NO,1595117839
Evensk,61.95,159.23,53.89,81,68,10.09,RU,1595117840
Zhigansk,66.77,123.37,62.74,77,10,11.65,RU,1595117840
Chumikan,54.72,135.31,54.0,93,94,9.35,RU,1595117840
Kuching,1.55,110.33,75.2,100,40,2.66,MY,1595117841
Haines Junction,60.75,-137.51,68.04,45,74,7.96,CA,1595117841
Anito,12.45,125.29,78.69,84,100,7.96,PH,1595117841
Mount Gambier,-37.83,140.77,50.0,93,75,19.46,AU,1595117843
Margate,51.38,1.39,66.0,81,33,3.0,GB,1595117843
Tilichiki,60.47,166.1,51.44,93,98,1.54,RU,1595117843
Melfort,52.87,-104.62,60.8,93,75,11.41,CA,1595117843
Moose Factory,51.26,-80.61,82.4,48,1,6.93,CA,1595117843
Misratah,32.38,15.09,76.68,77,3,7.0,LY,1595117844
Korsholm,63.11,21.68,62.01,87,29,8.05,FI,1595117844
Marrakesh,31.63,-8.01,86.0,45,0,5.82,MA,1595117591
Port Macquarie,-31.43,152.92,57.99,84,34,4.09,AU,1595117845
Smirnykh,49.75,142.83,68.85,82,99,3.0,RU,1595117845
Barra dos Coqueiros,-10.91,-37.04,78.8,69,40,9.17,BR,1595117845
Shenzhen,22.55,114.07,90.0,79,20,11.18,CN,1595117684
Howard Springs,-12.5,131.05,77.0,78,0,11.41,AU,1595117845
Valley City,46.92,-98.0,75.2,60,1,12.75,US,1595117702
Chhabra,24.67,76.83,85.21,69,92,11.77,IN,1595117846
Matonga,-2.38,34.08,62.04,48,92,4.47,TZ,1595117846
Vardø,70.37,31.11,50.67,91,94,2.93,NO,1595117847
Bo Rai,12.57,102.54,77.88,91,99,1.43,TH,1595117847
Porto Torres,40.84,8.4,71.6,78,0,1.12,IT,1595117847
Dunda,-8.12,34.25,53.46,70,30,4.38,TZ,1595117848
Bud,39.45,-86.18,87.01,58,1,3.36,US,1595117848
Poronaysk,49.22,143.12,62.74,93,98,4.76,RU,1595117848
Kalengwa,-13.47,25.0,44.73,85,0,4.43,ZM,1595117849
Egvekinot,66.32,-179.17,49.5,60,37,6.38,RU,1595117849
Jiuquan,39.74,98.52,75.49,19,8,3.67,CN,1595117849
Stonewall,50.13,-97.33,68.0,88,90,14.99,CA,1595117849
Ishigaki,24.34,124.16,87.8,79,75,14.99,JP,1595117850
Karnobat,42.65,26.98,68.0,88,0,3.36,BG,1595117850
Abbotsford,49.06,-122.25,78.01,57,20,5.82,CA,1595117603
Kalianget,-7.05,113.93,81.16,72,13,4.92,ID,1595117850
Porto,41.15,-8.61,71.01,100,75,11.41,PT,1595117581
Sinnamary,5.38,-52.95,78.35,85,95,9.71,GF,1595117851
Baker City,44.77,-117.83,87.8,18,1,11.41,US,1595117851
Jalalpur Pirwala,29.51,71.22,98.01,41,0,17.05,PK,1595117851
Williams Lake,52.14,-122.14,62.6,72,75,6.93,CA,1595117851
Puerto Baquerizo Moreno,-0.9,-89.6,68.49,92,100,11.81,EC,1595117852
Taihe,30.87,105.38,74.28,74,0,3.96,CN,1595117852
Kavaratti,10.57,72.64,82.65,77,98,20.2,IN,1595117852
Mānsa,29.98,75.38,92.1,50,1,4.74,IN,1595117853
Morro da Fumaça,-28.65,-49.21,66.74,89,1,5.97,BR,1595117853
Bom Jesus,-9.07,-44.36,71.33,45,22,4.07,BR,1595117853
Nabire,-3.37,135.48,82.45,68,28,2.35,ID,1595117853
Mahon,39.89,4.27,69.8,88,0,4.7,ES,1595117854
Dakar,14.69,-17.44,80.6,88,75,9.17,SN,1595117854
Casper,42.87,-106.31,87.8,20,1,8.97,US,1595117635
Ţahţā,26.77,31.5,86.0,28,0,6.93,EG,1595117854
Miles City,46.41,-105.84,80.6,28,20,14.99,US,1595117855
Barra do Bugres,-15.07,-57.18,77.68,41,0,2.73,BR,1595117855
Gemeente Terneuzen,51.28,3.84,57.99,83,25,1.01,NL,1595117855
Paphos,34.77,32.42,73.4,83,0,6.93,CY,1595117855
Kaz,52.91,87.31,57.67,74,0,4.94,RU,1595117856
Dubbo,-32.25,148.62,50.0,81,0,4.7,AU,1595117856
Brownsville,25.9,-97.5,87.8,66,1,13.87,US,1595117856
Promyshlennaya,54.92,85.64,60.8,72,0,6.71,RU,1595117856
Biltine,14.53,20.92,82.31,58,31,5.61,TD,1595117857
Griffith,41.53,-87.42,86.0,74,1,12.75,US,1595117857
Sampit,-2.53,112.95,76.39,95,81,1.05,ID,1595117857
Koson,39.04,65.58,77.0,44,0,6.93,UZ,1595117857
Provincia di Imperia,43.97,7.78,71.01,100,40,5.82,IT,1595117858
Arrecife,28.96,-13.55,78.8,61,17,18.34,ES,1595117765
Vanderhoof,54.02,-124.02,69.28,58,70,2.46,CA,1595117859
San Cristobal,7.77,-72.22,87.8,45,40,6.93,VE,1595117784
Porangatu,-13.44,-49.15,71.55,46,4,3.49,BR,1595117861
Tiarei,-17.53,-149.33,80.6,65,20,14.99,PF,1595117861
Ampanihy,-24.7,44.75,57.88,83,0,7.52,MG,1595117861
Labuhan,-6.88,112.21,76.59,81,22,8.08,ID,1595117862
Wonthaggi,-38.6,145.59,55.99,68,45,20.76,AU,1595117862
Manuk Mangkaw,4.8,119.85,84.7,69,56,8.9,PH,1595117862
Phan Thiet,10.93,108.1,79.47,81,89,4.05,VN,1595117834
Gvarv,59.39,9.17,60.01,90,100,3.0,NO,1595117615
Gabú,12.28,-14.22,73.04,95,88,6.4,GW,1595117863
Keflavik,64.0,-22.56,48.2,76,75,18.34,IS,1595117864
Broome,42.25,-75.83,82.99,48,1,3.36,US,1595117864
